f1ch1,f1ch2,f2ch1,f2ch2,f3ch1,f3ch2,f4ch1,f4ch2,Category
0.00198530488950254,0.0009159144852354088,0.23934912618677415,0.10174981877997395,21,12,63,48,0
0.0034724538144395335,0.0013863297199588987,0.4418614672056709,0.1562707009317547,24,16,61,58,0
0.004385855322482077,0.001827395584110821,0.5768757535508294,0.20974706987241595,26,14,60,66,0
0.005153936886056075,0.002301099246494367,0.6896917716061478,0.26457974193390205,28,18,55,62,0
0.005777973854000998,0.0021129406004183958,0.7705789458824499,0.23526903161560514,30,20,54,63,0
0.005231160988359664,0.0018836878764819818,0.6920644369915832,0.23707118280654427,22,18,56,73,0
0.005353728419969335,0.002121603291010443,0.7038242435298875,0.23386791050697422,24,14,58,66,0
0.004947989973704346,0.0019384338990736183,0.694047672422169,0.2293172310249527,26,22,63,64,0
0.005939797611353969,0.0026800721505397134,0.8302368836774631,0.3039247061042653,24,20,62,61,0
0.006815211214618133,0.00276644239612685,0.9529889652354245,0.3491035860731518,28,24,64,63,0
0.008392234136682412,0.00344241755686036,1.0477930514994078,0.4141635977866723,30,28,59,59,0
0.009168515561654817,0.003669468417794098,1.121797789487343,0.46081641832345027,36,22,60,61,0
0.008786613996385771,0.003356829709636218,1.0316552863570194,0.44158172766516957,34,26,58,59,0
0.008326835068787473,0.003509388327848073,0.9864519731685305,0.4600421839951091,30,22,62,58,0
0.0075579199755065165,0.0034436113282445375,0.9625685734409459,0.4579921474602682,26,32,66,61,0
0.006571564620953674,0.003353351475504535,0.9156419745944243,0.4393572063637808,26,30,68,63,0
0.006390418675710755,0.00311178533645258,0.9114144336877464,0.44351183097119484,32,36,66,73,0
0.006590521019713991,0.0028416896650874266,0.9574048491124203,0.40800558031233375,26,32,60,71,0
0.006752837826857526,0.0029650225924884983,0.9642773432989874,0.4011883341151647,36,26,59,71,0
0.006876445587436478,0.0028877511042804532,0.9426531805068616,0.3757260193103307,34,24,63,70,0
